name;owner;creation;modified;modified_by;docstatus;idx;naming_series;stock_entry_type;purpose;add_to_transit;company;posting_date;titulo_ongsys;idpedido_ongsys;posting_time;set_posting_time;inspection_required;apply_putaway_rule;from_bom;use_multi_level_bom;fg_completed_qty;process_loss_percentage;process_loss_qty;last_scanned_warehouse;total_outgoing_value;total_incoming_value;value_difference;total_additional_costs;is_opening;per_transferred;total_amount;is_return;doctype;to_warehouse;from_warehouse
MAT-STE-2025-01011;Administrator;2025-11-28 14:40:56.247558;2025-11-28 14:40:56.247558;Administrator;1;1;MAT-STE-.YYYY.-;Entrada de Material;Material Receipt;0;CDC;2025-08-25;01. Pedido ATITUDE - JABOATÃO INTENSIVO - Carnes e Frios - 02.09.2025 ;34;14:40:56.238796;1;0;0;0;1;0.0;0.0;0.0;;0.0;169.5;169.5;0.0;No;0.0;169.5;0;Stock Entry;;
MAT-STE-2025-01022;Administrator;2025-11-28 14:41:13.450268;2025-11-28 14:41:13.450268;Administrator;1;3;MAT-STE-.YYYY.-;Entrada de Material;Material Receipt;0;CDC;2025-08-25;01. Pedido ATITUDE - JABOATÃO INTENSIVO - Hortifruti - 02.09.2025;45;14:41:13.44178;1;0;0;0;1;0.0;0.0;0.0;;0.0;153.5;153.5;0.0;No;0.0;153.5;0;Stock Entry;;
MAT-STE-2025-01066;Administrator;2025-11-28 14:42:21.186612;2025-11-28 14:42:21.186612;Administrator;1;2;MAT-STE-.YYYY.-;Entrada de Material;Material Receipt;0;CDC;2025-08-25;01. Pedido ATITUDE - CARUARU INTENSIVO - Hortifruti - 02.09.2025;105;14:42:21.178266;1;0;0;0;1;0.0;0.0;0.0;;0.0;128.5;128.5;0.0;No;0.0;128.5;0;Stock Entry;;
MAT-STE-2026-00250;Administrator;2026-01-22 17:05:49.289286;2026-01-22 17:05:49.289286;Administrator;1;3;MAT-STE-.YYYY.-;Entrada de Material;Material Receipt;0;CDC;2025-08-25;01. Pedido ATITUDE - JABOATÃO INTENSIVO - Carnes e Frios - 02.09.2025 ;;17:05:49.275227;1;0;0;0;1;0.0;0.0;0.0;;0.0;169.5;169.5;0.0;No;0.0;169.5;0;Stock Entry;;
MAT-STE-2026-00261;Administrator;2026-01-22 17:06:05.972034;2026-01-22 17:06:05.972034;Administrator;1;2;MAT-STE-.YYYY.-;Entrada de Material;Material Receipt;0;CDC;2025-08-25;01. Pedido ATITUDE - JABOATÃO INTENSIVO - Hortifruti - 02.09.2025;;17:06:5.964506;1;0;0;0;1;0.0;0.0;0.0;;0.0;108.96;108.96;0.0;No;0.0;108.96;0;Stock Entry;;
MAT-STE-2026-00305;Administrator;2026-01-22 17:07:14.373331;2026-01-22 17:07:14.373331;Administrator;1;1;MAT-STE-.YYYY.-;Entrada de Material;Material Receipt;0;CDC;2025-08-25;01. Pedido ATITUDE - CARUARU INTENSIVO - Hortifruti - 02.09.2025;;17:07:14.364433;1;0;0;0;1;0.0;0.0;0.0;;0.0;72.49;72.49;0.0;No;0.0;72.49;0;Stock Entry;;
MAT-STE-2025-01007;Administrator;2025-11-28 14:40:50.126671;2025-11-28 14:40:50.126671;Administrator;1;5;MAT-STE-.YYYY.-;Entrada de Material;Material Receipt;0;CDC;2025-08-26;01. Pedido ATITUDE - RECIFE INTENSIVO - Hortifruti - 02.09.2025 ;30;14:40:50.114044;1;0;0;0;1;0.0;0.0;0.0;;0.0;187.0;187.0;0.0;No;0.0;187.0;0;Stock Entry;;
MAT-STE-2025-01009;Administrator;2025-11-28 14:40:53.742001;2025-11-28 14:40:53.742001;Administrator;1;1;MAT-STE-.YYYY.-;Entrada de Material;Material Receipt;0;CDC;2025-08-26;01. Pedido ATITUDE - RECIFE INTENSIVO - Carnes e Frios - 02.09.2025;32;14:40:53.734258;1;0;0;0;1;0.0;0.0;0.0;;0.0;132.0;132.0;0.0;No;0.0;132.0;0;Stock Entry;;
MAT-STE-2025-01010;Administrator;2025-11-28 14:40:54.951509;2025-11-28 14:40:54.951509;Administrator;1;4;MAT-STE-.YYYY.-;Entrada de Material;Material Receipt;0;CDC;2025-08-26;01. Pedido ATITUDE - RECIFE BREVE - Carnes e Frios - 02.09.2025;33;14:40:54.929523;1;0;0;0;1;0.0;0.0;0.0;;0.0;145.5;145.5;0.0;No;0.0;145.5;0;Stock Entry;;
MAT-STE-2025-01012;Administrator;2025-11-28 14:40:57.568750;2025-11-28 14:40:57.568750;Administrator;1;1;MAT-STE-.YYYY.-;Entrada de Material;Material Receipt;0;CDC;2025-08-26;01. Pedido ATITUDE - JABOATÃO BREVE - Carnes e Frios - 02.09.2025;35;14:40:57.560756;1;0;0;0;1;0.0;0.0;0.0;;0.0;110.5;110.5;0.0;No;0.0;110.5;0;Stock Entry;;
MAT-STE-2025-01013;Administrator;2025-11-28 14:40:58.782683;2025-11-28 14:40:58.782683;Administrator;1;1;MAT-STE-.YYYY.-;Entrada de Material;Material Receipt;0;CDC;2025-08-26;01. Pedido ATITUDE - CABO BREVE - Carnes e Frios - 02.09.2025;36;14:40:58.775337;1;0;0;0;1;0.0;0.0;0.0;;0.0;142.0;142.0;0.0;No;0.0;142.0;0;Stock Entry;;
MAT-STE-2025-01017;Administrator;2025-11-28 14:41:04.920371;2025-11-28 14:41:04.920371;Administrator;1;4;MAT-STE-.YYYY.-;Entrada de Material;Material Receipt;0;CDC;2025-08-26;01. Pedido ATITUDE - RECIFE BREVE - Hortifruti - 02.09.2025;40;14:41:4.909486;1;0;0;0;1;0.0;0.0;0.0;;0.0;161.0;161.0;0.0;No;0.0;161.0;0;Stock Entry;;
MAT-STE-2025-01052;Administrator;2025-11-28 14:41:57.399989;2025-11-28 14:41:57.399989;Administrator;1;2;MAT-STE-.YYYY.-;Entrada de Material;Material Receipt;0;CDC;2025-08-26;01. Pedido ATITUDE - CARUARU BREVE - Hortifruti - 02.09.2025 ;91;14:41:57.391285;1;0;0;0;1;0.0;0.0;0.0;;0.0;109.8;109.8;0.0;No;0.0;109.8;0;Stock Entry;;
MAT-STE-2025-01070;Administrator;2025-11-28 14:42:27.704144;2025-11-28 14:42:27.704144;Administrator;1;2;MAT-STE-.YYYY.-;Entrada de Material;Material Receipt;0;CDC;2025-08-26;01. Pedido ATITUDE - BREVE CARUARU - Carnes e Frios - 02.09.2025;109;14:42:27.69634;1;0;0;0;1;0.0;0.0;0.0;;0.0;141.0;141.0;0.0;No;0.0;141.0;0;Stock Entry;;
MAT-STE-2025-01072;Administrator;2025-11-28 14:42:29.808473;2025-11-28 14:42:29.808473;Administrator;1;1;MAT-STE-.YYYY.-;Entrada de Material;Material Receipt;0;CDC;2025-08-26;01. Pedido ATITUDE - INTENSIVO CARUARU - Carnes e Frios - 02.09.2025;111;14:42:29.799813;1;0;0;0;1;0.0;0.0;0.0;;0.0;137.5;137.5;0.0;No;0.0;137.5;0;Stock Entry;;
MAT-STE-2025-01251;Administrator;2025-11-28 14:50:09.284656;2025-11-28 14:50:09.284656;Administrator;1;0;MAT-STE-.YYYY.-;Entrada de Material;Material Receipt;0;CDC;2025-08-26;;;14:50:9.275832;1;0;0;0;1;0.0;0.0;0.0;;0.0;204.0;204.0;0.0;No;0.0;204.0;0;Stock Entry;;
MAT-STE-2025-01252;Administrator;2025-11-28 14:50:11.523672;2025-11-28 14:50:11.523672;Administrator;1;0;MAT-STE-.YYYY.-;Entrada de Material;Material Receipt;0;CDC;2025-08-26;;;14:50:11.515098;1;0;0;0;1;0.0;0.0;0.0;;0.0;179.0;179.0;0.0;No;0.0;179.0;0;Stock Entry;;
MAT-STE-2025-01503;Administrator;2025-11-28 15:07:54.798676;2025-11-28 15:07:54.798676;Administrator;1;1;MAT-STE-.YYYY.-;Entrada de Material;Material Receipt;0;CDC;2025-08-26;01. Pedido ATITUDE - RECIFE BREVE - Higiene e Limpeza - 02.09.2025;346;15:07:54.786466;1;0;0;0;1;0.0;0.0;0.0;;0.0;91.94;91.94;0.0;No;0.0;91.94;0;Stock Entry;;
MAT-STE-2025-01504;Administrator;2025-11-28 15:07:58.084304;2025-11-28 15:07:58.084304;Administrator;1;2;MAT-STE-.YYYY.-;Entrada de Material;Material Receipt;0;CDC;2025-08-26;01. Pedido ATITUDE - RECIFE INTENSIVO - Higiene e Limpeza - 02.09.2025;347;15:07:58.073337;1;0;0;0;1;0.0;0.0;0.0;;0.0;103.69;103.69;0.0;No;0.0;103.69;0;Stock Entry;;
MAT-STE-2026-00246;Administrator;2026-01-22 17:05:43.946174;2026-01-22 17:05:43.946174;Administrator;1;5;MAT-STE-.YYYY.-;Entrada de Material;Material Receipt;0;CDC;2025-08-26;01. Pedido ATITUDE - RECIFE INTENSIVO - Hortifruti - 02.09.2025 ;;17:05:43.938345;1;0;0;0;1;0.0;0.0;0.0;;0.0;176.09;176.09;0.0;No;0.0;176.09;0;Stock Entry;;
MAT-STE-2026-00248;Administrator;2026-01-22 17:05:46.798185;2026-01-22 17:05:46.798185;Administrator;1;2;MAT-STE-.YYYY.-;Entrada de Material;Material Receipt;0;CDC;2025-08-26;01. Pedido ATITUDE - RECIFE INTENSIVO - Carnes e Frios - 02.09.2025;;17:05:46.791236;1;0;0;0;1;0.0;0.0;0.0;;0.0;130.53;130.53;0.0;No;0.0;130.53;0;Stock Entry;;
MAT-STE-2026-00249;Administrator;2026-01-22 17:05:47.876550;2026-01-22 17:05:47.876550;Administrator;1;8;MAT-STE-.YYYY.-;Entrada de Material;Material Receipt;0;CDC;2025-08-26;01. Pedido ATITUDE - RECIFE BREVE - Carnes e Frios - 02.09.2025;;17:05:47.869024;1;0;0;0;1;0.0;0.0;0.0;;0.0;145.12;145.12;0.0;No;0.0;145.12;0;Stock Entry;;
MAT-STE-2026-00251;Administrator;2026-01-22 17:05:50.696567;2026-01-22 17:05:50.696567;Administrator;1;1;MAT-STE-.YYYY.-;Entrada de Material;Material Receipt;0;CDC;2025-08-26;01. Pedido ATITUDE - JABOATÃO BREVE - Carnes e Frios - 02.09.2025;;17:05:50.677655;1;0;0;0;1;0.0;0.0;0.0;;0.0;110.5;110.5;0.0;No;0.0;110.5;0;Stock Entry;;
MAT-STE-2026-00252;Administrator;2026-01-22 17:05:51.975022;2026-01-22 17:05:51.975022;Administrator;1;3;MAT-STE-.YYYY.-;Entrada de Material;Material Receipt;0;CDC;2025-08-26;01. Pedido ATITUDE - CABO BREVE - Carnes e Frios - 02.09.2025;;17:05:51.967443;1;0;0;0;1;0.0;0.0;0.0;;0.0;141.8;141.8;0.0;No;0.0;141.8;0;Stock Entry;;
MAT-STE-2026-00256;Administrator;2026-01-22 17:05:58.161216;2026-01-22 17:05:58.161216;Administrator;1;3;MAT-STE-.YYYY.-;Entrada de Material;Material Receipt;0;CDC;2025-08-26;01. Pedido ATITUDE - RECIFE BREVE - Hortifruti - 02.09.2025;;17:05:58.153251;1;0;0;0;1;0.0;0.0;0.0;;0.0;124.61;124.61;0.0;No;0.0;124.61;0;Stock Entry;;
MAT-STE-2026-00291;Administrator;2026-01-22 17:06:51.258367;2026-01-22 17:06:51.258367;Administrator;1;5;MAT-STE-.YYYY.-;Entrada de Material;Material Receipt;0;CDC;2025-08-26;01. Pedido ATITUDE - CARUARU BREVE - Hortifruti - 02.09.2025 ;;17:06:51.250829;1;0;0;0;1;0.0;0.0;0.0;;0.0;107.31;107.31;0.0;No;0.0;107.31;0;Stock Entry;;
MAT-STE-2026-00309;Administrator;2026-01-22 17:07:20.852270;2026-01-22 17:07:20.852270;Administrator;1;3;MAT-STE-.YYYY.-;Entrada de Material;Material Receipt;0;CDC;2025-08-26;01. Pedido ATITUDE - BREVE CARUARU - Carnes e Frios - 02.09.2025;;17:07:20.845194;1;0;0;0;1;0.0;0.0;0.0;;0.0;110.04;110.04;0.0;No;0.0;110.04;0;Stock Entry;;
MAT-STE-2026-00311;Administrator;2026-01-22 17:07:22.875019;2026-01-22 17:07:22.875019;Administrator;1;3;MAT-STE-.YYYY.-;Entrada de Material;Material Receipt;0;CDC;2025-08-26;01. Pedido ATITUDE - INTENSIVO CARUARU - Carnes e Frios - 02.09.2025;;17:07:22.86769;1;0;0;0;1;0.0;0.0;0.0;;0.0;104.27;104.27;0.0;No;0.0;104.27;0;Stock Entry;;
MAT-STE-2026-00490;Administrator;2026-01-22 17:14:38.889794;2026-01-22 17:14:38.889794;Administrator;1;0;MAT-STE-.YYYY.-;Entrada de Material;Material Receipt;0;CDC;2025-08-26;01. Pedido ATITUDE - RECIFE BREVE - Higiene e Limpeza - 02.09.2025;;17:14:38.882756;1;0;0;0;1;0.0;0.0;0.0;;0.0;157.77;157.77;0.0;No;0.0;157.77;0;Stock Entry;;
MAT-STE-2026-00491;Administrator;2026-01-22 17:14:40.836752;2026-01-22 17:14:40.836752;Administrator;1;0;MAT-STE-.YYYY.-;Entrada de Material;Material Receipt;0;CDC;2025-08-26;01. Pedido ATITUDE - RECIFE INTENSIVO - Higiene e Limpeza - 02.09.2025;;17:14:40.828839;1;0;0;0;1;0.0;0.0;0.0;;0.0;147.31;147.31;0.0;No;0.0;147.31;0;Stock Entry;;
MAT-STE-2025-01008;Administrator;2025-11-28 14:40:52.131540;2025-11-28 14:40:52.131540;Administrator;1;2;MAT-STE-.YYYY.-;Entrada de Material;Material Receipt;0;CDC;2025-08-27;01. Pedido ATITUDE - CABO INTENSIVO - Carnes e Frios - 02.09.2025;31;14:40:52.120676;1;0;0;0;1;0.0;0.0;0.0;;0.0;130.5;130.5;0.0;No;0.0;130.5;0;Stock Entry;;
MAT-STE-2025-01031;Administrator;2025-11-28 14:41:25.280072;2025-11-28 14:41:25.280072;Administrator;1;4;MAT-STE-.YYYY.-;Entrada de Material;Material Receipt;0;CDC;2025-08-27;01. Pedido ATITUDE - CABO INTENSIVO - Hortifruti - 02.09.2025  ;55;14:41:25.271014;1;0;0;0;1;0.0;0.0;0.0;;0.0;141.5;141.5;0.0;No;0.0;141.5;0;Stock Entry;;
MAT-STE-2026-00247;Administrator;2026-01-22 17:05:45.715459;2026-01-22 17:05:45.715459;Administrator;1;2;MAT-STE-.YYYY.-;Entrada de Material;Material Receipt;0;CDC;2025-08-27;01. Pedido ATITUDE - CABO INTENSIVO - Carnes e Frios - 02.09.2025;;17:05:45.707808;1;0;0;0;1;0.0;0.0;0.0;;0.0;128.85;128.85;0.0;No;0.0;128.85;0;Stock Entry;;
MAT-STE-2026-00270;Administrator;2026-01-22 17:06:18.352782;2026-01-22 17:06:18.352782;Administrator;1;4;MAT-STE-.YYYY.-;Entrada de Material;Material Receipt;0;CDC;2025-08-27;01. Pedido ATITUDE - CABO INTENSIVO - Hortifruti - 02.09.2025  ;;17:06:18.345191;1;0;0;0;1;0.0;0.0;0.0;;0.0;87.28;87.28;0.0;No;0.0;87.28;0;Stock Entry;;
MAT-STE-2025-01029;Administrator;2025-11-28 14:41:22.122903;2025-11-28 14:41:22.122903;Administrator;1;3;MAT-STE-.YYYY.-;Entrada de Material;Material Receipt;0;CDC;2025-08-28;01. Pedido ATITUDE - CABO BREVE - Hortifruti - 02.09.2025;53;14:41:22.113722;1;0;0;0;1;0.0;0.0;0.0;;0.0;141.5;141.5;0.0;No;0.0;141.5;0;Stock Entry;;
MAT-STE-2026-00268;Administrator;2026-01-22 17:06:14.885929;2026-01-22 17:06:14.885929;Administrator;1;6;MAT-STE-.YYYY.-;Entrada de Material;Material Receipt;0;CDC;2025-08-28;01. Pedido ATITUDE - CABO BREVE - Hortifruti - 02.09.2025;;17:06:14.874367;1;0;0;0;1;0.0;0.0;0.0;;0.0;88.6;88.6;0.0;No;0.0;88.6;0;Stock Entry;;
MAT-STE-2025-01051;Administrator;2025-11-28 14:41:55.166365;2025-11-28 14:41:55.166365;Administrator;1;5;MAT-STE-.YYYY.-;Entrada de Material;Material Receipt;0;CDC;2025-09-01;01. Pedido ATITUDE - CABO INTENSIVO - Secos e Cereais - 09.09.2025 ;90;14:41:55.155861;1;0;0;0;1;0.0;0.0;0.0;;0.0;489.0;489.0;0.0;No;0.0;489.0;0;Stock Entry;;
MAT-STE-2025-01112;Administrator;2025-11-28 14:44:11.955518;2025-11-28 14:44:11.955518;Administrator;1;0;MAT-STE-.YYYY.-;Entrada de Material;Material Receipt;0;CDC;2025-09-01;01. Pedido ATITUDE - APOIO CARUARU - Materiais Pedagógicos ;191;14:44:11.925987;1;0;0;0;1;0.0;0.0;0.0;;0.0;126.0;126.0;0.0;No;0.0;126.0;0;Stock Entry;;
MAT-STE-2026-00290;Administrator;2026-01-22 17:06:49.412829;2026-01-22 17:06:49.412829;Administrator;1;2;MAT-STE-.YYYY.-;Entrada de Material;Material Receipt;0;CDC;2025-09-01;01. Pedido ATITUDE - CABO INTENSIVO - Secos e Cereais - 09.09.2025 ;;17:06:49.403201;1;0;0;0;1;0.0;0.0;0.0;;0.0;489.0;489.0;0.0;No;0.0;489.0;0;Stock Entry;;
MAT-STE-2026-00351;Administrator;2026-01-22 17:09:03.477994;2026-01-22 17:09:03.477994;Administrator;1;1;MAT-STE-.YYYY.-;Entrada de Material;Material Receipt;0;CDC;2025-09-01;01. Pedido ATITUDE - APOIO CARUARU - Materiais Pedagógicos ;;17:09:3.470804;1;0;0;0;1;0.0;0.0;0.0;;0.0;126.0;126.0;0.0;No;0.0;126.0;0;Stock Entry;;
MAT-STE-2025-01006;Administrator;2025-11-28 14:40:48.057547;2025-11-28 14:40:48.057547;Administrator;1;4;MAT-STE-.YYYY.-;Entrada de Material;Material Receipt;0;CDC;2025-09-02;03. Pedido ATITUDE - RECIFE BREVE - Hortifruti - 09.09.2025 ;29;14:40:48.04658;1;0;0;0;1;0.0;0.0;0.0;;0.0;152.0;152.0;0.0;No;0.0;152.0;0;Stock Entry;;
MAT-STE-2025-01014;Administrator;2025-11-28 14:41:00.135541;2025-11-28 14:41:00.135541;Administrator;1;0;MAT-STE-.YYYY.-;Entrada de Material;Material Receipt;0;CDC;2025-09-02;02. Pedido ATITUDE - RECIFE INTENSIVO - Hortifruti - 05.09.2025;37;14:41:0.126925;1;0;0;0;1;0.0;0.0;0.0;;0.0;107.0;107.0;0.0;No;0.0;107.0;0;Stock Entry;;
MAT-STE-2025-01015;Administrator;2025-11-28 14:41:01.457422;2025-11-28 14:41:01.457422;Administrator;1;7;MAT-STE-.YYYY.-;Entrada de Material;Material Receipt;0;CDC;2025-09-02;03. Pedido ATITUDE - RECIFE INTENSIVO - Hortifruti - 09.09.2025;38;14:41:1.447036;1;0;0;0;1;0.0;0.0;0.0;;0.0;185.6;185.6;0.0;No;0.0;185.6;0;Stock Entry;;
MAT-STE-2025-01016;Administrator;2025-11-28 14:41:03.465133;2025-11-28 14:41:03.465133;Administrator;1;2;MAT-STE-.YYYY.-;Entrada de Material;Material Receipt;0;CDC;2025-09-02;02. Pedido ATITUDE - RECIFE BREVE - Hortifruti - 05.09.2025;39;14:41:3.456485;1;0;0;0;1;0.0;0.0;0.0;;0.0;118.0;118.0;0.0;No;0.0;118.0;0;Stock Entry;;
MAT-STE-2025-01018;Administrator;2025-11-28 14:41:07.087959;2025-11-28 14:41:07.087959;Administrator;1;3;MAT-STE-.YYYY.-;Entrada de Material;Material Receipt;0;CDC;2025-09-02;02. Pedido ATITUDE - CABO INTENSIVO - Hortifruti - 05.09.2025;41;14:41:7.079622;1;0;0;0;1;0.0;0.0;0.0;;0.0;125.5;125.5;0.0;No;0.0;125.5;0;Stock Entry;;
MAT-STE-2025-01019;Administrator;2025-11-28 14:41:08.668197;2025-11-28 14:41:08.668197;Administrator;1;4;MAT-STE-.YYYY.-;Entrada de Material;Material Receipt;0;CDC;2025-09-02;02. Pedido ATITUDE - CABO BREVE - Hortifruti - 05.09.2025;42;14:41:8.659999;1;0;0;0;1;0.0;0.0;0.0;;0.0;149.5;149.5;0.0;No;0.0;149.5;0;Stock Entry;;
MAT-STE-2025-01020;Administrator;2025-11-28 14:41:10.414726;2025-11-28 14:41:10.414726;Administrator;1;3;MAT-STE-.YYYY.-;Entrada de Material;Material Receipt;0;CDC;2025-09-02;02. Pedido ATITUDE - JABOATÃO BREVE - Hortifruti - 05.09.2025;43;14:41:10.406806;1;0;0;0;1;0.0;0.0;0.0;;0.0;74.0;74.0;0.0;No;0.0;74.0;0;Stock Entry;;
MAT-STE-2025-01021;Administrator;2025-11-28 14:41:11.943317;2025-11-28 14:41:11.943317;Administrator;1;3;MAT-STE-.YYYY.-;Entrada de Material;Material Receipt;0;CDC;2025-09-02;02. Pedido ATITUDE - JABOATÃO INTENSIVO - Hortifruti - 05.09.2025;44;14:41:11.934931;1;0;0;0;1;0.0;0.0;0.0;;0.0;123.0;123.0;0.0;No;0.0;123.0;0;Stock Entry;;
MAT-STE-2025-01025;Administrator;2025-11-28 14:41:17.459031;2025-11-28 14:41:17.459031;Administrator;1;3;MAT-STE-.YYYY.-;Entrada de Material;Material Receipt;0;CDC;2025-09-02;02. Pedido ATITUDE - JABOATÃO BREVE - Carnes e Frios - 09.09.2025 ;49;14:41:17.449004;1;0;0;0;1;0.0;0.0;0.0;;0.0;124.0;124.0;0.0;No;0.0;124.0;0;Stock Entry;;
MAT-STE-2025-01026;Administrator;2025-11-28 14:41:18.697434;2025-11-28 14:41:18.697434;Administrator;1;3;MAT-STE-.YYYY.-;Entrada de Material;Material Receipt;0;CDC;2025-09-02;02. Pedido ATITUDE - JABOATÃO INTENSIVO - Carnes e Frios - 09.09.2025;50;14:41:18.689299;1;0;0;0;1;0.0;0.0;0.0;;0.0;137.5;137.5;0.0;No;0.0;137.5;0;Stock Entry;;
MAT-STE-2025-01062;Administrator;2025-11-28 14:42:15.351008;2025-11-28 14:42:15.351008;Administrator;1;1;MAT-STE-.YYYY.-;Entrada de Material;Material Receipt;0;CDC;2025-09-02;02. Pedido ATITUDE - CARUARU BREVE - Hortifruti - 05.09.2025;101;14:42:15.342959;1;0;0;0;1;0.0;0.0;0.0;;0.0;125.3;125.3;0.0;No;0.0;125.3;0;Stock Entry;;
MAT-STE-2025-01063;Administrator;2025-11-28 14:42:17.018402;2025-11-28 14:42:17.018402;Administrator;1;2;MAT-STE-.YYYY.-;Entrada de Material;Material Receipt;0;CDC;2025-09-02;03. Pedido ATITUDE - CARUARU BREVE - Hortifruti - 09.09.2025;102;14:42:17.00777;1;0;0;0;1;0.0;0.0;0.0;;0.0;110.3;110.3;0.0;No;0.0;110.3;0;Stock Entry;;
MAT-STE-2025-01067;Administrator;2025-11-28 14:42:23.015043;2025-11-28 14:42:23.015043;Administrator;1;5;MAT-STE-.YYYY.-;Entrada de Material;Material Receipt;0;CDC;2025-09-02;02. Pedido ATITUDE - CARUARU INTENSIVO - Hortifruti - 05.09.2025;106;14:42:23.007097;1;0;0;0;1;0.0;0.0;0.0;;0.0;102.5;102.5;0.0;No;0.0;102.5;0;Stock Entry;;
MAT-STE-2026-00245;Administrator;2026-01-22 17:05:42.103605;2026-01-22 17:05:42.103605;Administrator;1;3;MAT-STE-.YYYY.-;Entrada de Material;Material Receipt;0;CDC;2025-09-02;03. Pedido ATITUDE - RECIFE BREVE - Hortifruti - 09.09.2025 ;;17:05:42.094134;1;0;0;0;1;0.0;0.0;0.0;;0.0;118.13;118.13;0.0;No;0.0;118.13;0;Stock Entry;;
MAT-STE-2026-00253;Administrator;2026-01-22 17:05:53.049073;2026-01-22 17:05:53.049073;Administrator;1;2;MAT-STE-.YYYY.-;Entrada de Material;Material Receipt;0;CDC;2025-09-02;02. Pedido ATITUDE - RECIFE INTENSIVO - Hortifruti - 05.09.2025;;17:05:53.040818;1;0;0;0;1;0.0;0.0;0.0;;0.0;98.33;98.33;0.0;No;0.0;98.33;0;Stock Entry;;
MAT-STE-2026-00254;Administrator;2026-01-22 17:05:54.396430;2026-01-22 17:05:54.396430;Administrator;1;8;MAT-STE-.YYYY.-;Entrada de Material;Material Receipt;0;CDC;2025-09-02;03. Pedido ATITUDE - RECIFE INTENSIVO - Hortifruti - 09.09.2025;;17:05:54.386473;1;0;0;0;1;0.0;0.0;0.0;;0.0;174.71;174.71;0.0;No;0.0;174.71;0;Stock Entry;;
MAT-STE-2026-00255;Administrator;2026-01-22 17:05:56.471991;2026-01-22 17:05:56.471991;Administrator;1;3;MAT-STE-.YYYY.-;Entrada de Material;Material Receipt;0;CDC;2025-09-02;02. Pedido ATITUDE - RECIFE BREVE - Hortifruti - 05.09.2025;;17:05:56.463516;1;0;0;0;1;0.0;0.0;0.0;;0.0;93.2;93.2;0.0;No;0.0;93.2;0;Stock Entry;;
MAT-STE-2026-00257;Administrator;2026-01-22 17:06:00.089890;2026-01-22 17:06:00.089890;Administrator;1;3;MAT-STE-.YYYY.-;Entrada de Material;Material Receipt;0;CDC;2025-09-02;02. Pedido ATITUDE - CABO INTENSIVO - Hortifruti - 05.09.2025;;17:06:0.076984;1;0;0;0;1;0.0;0.0;0.0;;0.0;73.97;73.97;0.0;No;0.0;73.97;0;Stock Entry;;
MAT-STE-2026-00258;Administrator;2026-01-22 17:06:01.600641;2026-01-22 17:06:01.600641;Administrator;1;0;MAT-STE-.YYYY.-;Entrada de Material;Material Receipt;0;CDC;2025-09-02;02. Pedido ATITUDE - CABO BREVE - Hortifruti - 05.09.2025;;17:06:1.592663;1;0;0;0;1;0.0;0.0;0.0;;0.0;104.17;104.17;0.0;No;0.0;104.17;0;Stock Entry;;
MAT-STE-2026-00259;Administrator;2026-01-22 17:06:03.411655;2026-01-22 17:06:03.411655;Administrator;1;2;MAT-STE-.YYYY.-;Entrada de Material;Material Receipt;0;CDC;2025-09-02;02. Pedido ATITUDE - JABOATÃO BREVE - Hortifruti - 05.09.2025;;17:06:3.404786;1;0;0;0;1;0.0;0.0;0.0;;0.0;70.08;70.08;0.0;No;0.0;70.08;0;Stock Entry;;
MAT-STE-2026-00260;Administrator;2026-01-22 17:06:04.628250;2026-01-22 17:06:04.628250;Administrator;1;2;MAT-STE-.YYYY.-;Entrada de Material;Material Receipt;0;CDC;2025-09-02;02. Pedido ATITUDE - JABOATÃO INTENSIVO - Hortifruti - 05.09.2025;;17:06:4.617553;1;0;0;0;1;0.0;0.0;0.0;;0.0;79.08;79.08;0.0;No;0.0;79.08;0;Stock Entry;;
MAT-STE-2026-00264;Administrator;2026-01-22 17:06:10.251157;2026-01-22 17:06:10.251157;Administrator;1;1;MAT-STE-.YYYY.-;Entrada de Material;Material Receipt;0;CDC;2025-09-02;02. Pedido ATITUDE - JABOATÃO BREVE - Carnes e Frios - 09.09.2025 ;;17:06:10.243384;1;0;0;0;1;0.0;0.0;0.0;;0.0;124.0;124.0;0.0;No;0.0;124.0;0;Stock Entry;;
MAT-STE-2026-00265;Administrator;2026-01-22 17:06:11.292782;2026-01-22 17:06:11.292782;Administrator;1;0;MAT-STE-.YYYY.-;Entrada de Material;Material Receipt;0;CDC;2025-09-02;02. Pedido ATITUDE - JABOATÃO INTENSIVO - Carnes e Frios - 09.09.2025;;17:06:11.285549;1;0;0;0;1;0.0;0.0;0.0;;0.0;137.5;137.5;0.0;No;0.0;137.5;0;Stock Entry;;
MAT-STE-2026-00301;Administrator;2026-01-22 17:07:08.043799;2026-01-22 17:07:08.043799;Administrator;1;3;MAT-STE-.YYYY.-;Entrada de Material;Material Receipt;0;CDC;2025-09-02;02. Pedido ATITUDE - CARUARU BREVE - Hortifruti - 05.09.2025;;17:07:8.035575;1;0;0;0;1;0.0;0.0;0.0;;0.0;121.93;121.93;0.0;No;0.0;121.93;0;Stock Entry;;
